pred_num,pred_true_num,score
308,33,0.59106532
308,34,0.59399675
308,35,0.59692818
308,36,0.59985961
308,37,0.60279105
309,0,0.49431146
309,1,0.49723451
309,2,0.50015757
309,3,0.50308062
309,4,0.50600368
309,5,0.50892673
309,6,0.51184979
309,7,0.51477284
309,8,0.51769590
309,9,0.52061895
309,10,0.52354201
309,11,0.52646506
309,12,0.52938812
309,13,0.53231117
309,14,0.53523423
309,15,0.53815728
309,16,0.54108034
309,17,0.54400339
309,18,0.54692645
309,19,0.54984950
309,20,0.55277256
309,21,0.55569561
309,22,0.55861867
309,23,0.56154172
309,24,0.56446478
309,25,0.56738784
309,26,0.57031089
309,27,0.57323395
309,28,0.57615700
309,29,0.57908006
309,30,0.58200311
309,31,0.58492617
309,32,0.58784922
309,33,0.59077228
309,34,0.59369533
309,35,0.59661839
309,36,0.59954144
309,37,0.60246450
310,0,0.49429483
310,1,0.49720955
310,2,0.50012428
310,3,0.50303901
310,4,0.50595374
310,5,0.50886846
310,6,0.51178319
310,7,0.51469792
310,8,0.51761265
310,9,0.52052737
310,10,0.52344210
310,11,0.52635683
310,12,0.52927155
310,13,0.53218628
310,14,0.53510101
310,15,0.53801574
310,16,0.54093046
310,17,0.54384519
310,18,0.54675992
310,19,0.54967464
310,20,0.55258937
310,21,0.55550410
310,22,0.55841883
310,23,0.56133355
310,24,0.56424828
310,25,0.56716301
310,26,0.57007774
310,27,0.57299246
310,28,0.57590719
310,29,0.57882192
310,30,0.58173664
310,31,0.58465137
310,32,0.58756610
310,33,0.59048083
310,34,0.59339555
310,35,0.59631028
310,36,0.59922501
310,37,0.60213973
311,0,0.49427820
311,1,0.49718465
311,2,0.50009109
311,3,0.50299754
311,4,0.50590399
311,5,0.50881043
311,6,0.51171688
311,7,0.51462333
311,8,0.51752978
311,9,0.52043622
311,10,0.52334267
311,11,0.52624912
311,12,0.52915556
311,13,0.53206201
311,14,0.53496846
311,15,0.53787491
311,16,0.54078135
311,17,0.54368780
311,18,0.54659425
311,19,0.54950069
311,20,0.55240714
311,21,0.55531359
311,22,0.55822004
311,23,0.56112648
311,24,0.56403293
311,25,0.56693938
311,26,0.56984582
311,27,0.57275227
311,28,0.57565872
311,29,0.57856516
311,30,0.58147161
311,31,0.58437806
311,32,0.58728451
311,33,0.59019095
311,34,0.59309740
311,35,0.59600385
311,36,0.59891029
311,37,0.60181674
312,0,0.49426157
312,1,0.49715978
312,2,0.50005800
312,3,0.50295621
312,4,0.50585443
312,5,0.50875264
312,6,0.51165085
312,7,0.51454907
312,8,0.51744728
312,9,0.52034550
312,10,0.52324371
312,11,0.52614193
312,12,0.52904014
312,13,0.53193836
312,14,0.53483657
312,15,0.53773479
312,16,0.54063300
312,17,0.54353121
312,18,0.54642943
312,19,0.54932764
312,20,0.55222586
312,21,0.55512407
312,22,0.55802229
312,23,0.56092050
312,24,0.56381872
312,25,0.56671693
312,26,0.56961514
312,27,0.57251336
312,28,0.57541157
312,29,0.57830979
312,30,0.58120800
312,31,0.58410622
312,32,0.58700443
312,33,0.58990265
312,34,0.59280086
312,35,0.59569908
312,36,0.59859729
312,37,0.60149550
313,0,0.49424494
313,1,0.49713496
313,2,0.50002499
313,3,0.50291502
313,4,0.50580505
313,5,0.50869508
313,6,0.51158511
313,7,0.51447514
313,8,0.51736517
313,9,0.52025520
313,10,0.52314522
313,11,0.52603525
313,12,0.52892528
313,13,0.53181531
313,14,0.53470534
313,15,0.53759537
313,16,0.54048540
313,17,0.54337543
313,18,0.54626546
313,19,0.54915549
313,20,0.55204551
313,21,0.55493554
313,22,0.55782557
313,23,0.56071560
313,24,0.56360563
313,25,0.56649566
313,26,0.56938569
313,27,0.57227572
313,28,0.57516575
313,29,0.57805577
313,30,0.58094580
313,31,0.58383583
313,32,0.58672586
313,33,0.58961589
313,34,0.59250592
313,35,0.59539595
313,36,0.59828598
313,37,0.60117601
314,0,0.49422830
314,1,0.49711019
314,2,0.49999208
314,3,0.50287397
314,4,0.50575586
314,5,0.50863775
314,6,0.51151964
314,7,0.51440153
314,8,0.51728342
314,9,0.52016531
314,10,0.52304720
314,11,0.52592909
314,12,0.52881098
314,13,0.53169287
314,14,0.53457476
314,15,0.53745665
314,16,0.54033854
314,17,0.54322043
314,18,0.54610232
314,19,0.54898421
314,20,0.55186610
314,21,0.55474799
314,22,0.55762988
314,23,0.56051177
314,24,0.56339366
314,25,0.56627555
314,26,0.56915744
314,27,0.57203933
314,28,0.57492122
314,29,0.57780311
314,30,0.58068500
314,31,0.58356689
314,32,0.58644878
314,33,0.58933067
314,34,0.59221256
314,35,0.59509445
314,36,0.59797634
314,37,0.60085823
315,0,0.49421167
315,1,0.49708547
315,2,0.49995926
315,3,0.50283306
315,4,0.50570686
315,5,0.50858066
315,6,0.51145445
315,7,0.51432825
315,8,0.51720205
315,9,0.52007584
315,10,0.52294964
315,11,0.52582344
315,12,0.52869724
315,13,0.53157103
315,14,0.53444483
315,15,0.53731863
315,16,0.54019243
315,17,0.54306622
315,18,0.54594002
315,19,0.54881382
315,20,0.55168762
315,21,0.55456141
315,22,0.55743521
315,23,0.56030901
315,24,0.56318280
315,25,0.56605660
315,26,0.56893040
315,27,0.57180420
315,28,0.57467799
315,29,0.57755179
315,30,0.58042559
315,31,0.58329939
315,32,0.58617318
315,33,0.58904698
315,34,0.59192078
315,35,0.59479458
315,36,0.59766837
315,37,0.60054217
316,0,0.49419503
316,1,0.49706078
316,2,0.49992653
316,3,0.50279229
316,4,0.50565804
316,5,0.50852379
316,6,0.51138954
316,7,0.51425529
316,8,0.51712104
316,9,0.51998679
316,10,0.52285254
316,11,0.52571829
316,12,0.52858404
316,13,0.53144979
316,14,0.53431554
316,15,0.53718129
316,16,0.54004704
316,17,0.54291279
316,18,0.54577854
316,19,0.54864429
316,20,0.55151004
316,21,0.55437579
316,22,0.55724155
316,23,0.56010730
316,24,0.56297305
316,25,0.56583880
316,26,0.56870455
316,27,0.57157030
316,28,0.57443605
316,29,0.57730180
316,30,0.58016755
316,31,0.58303330
316,32,0.58589905
316,33,0.58876480
316,34,0.59163055
316,35,0.59449630
316,36,0.59736205
316,37,0.60022780
317,0,0.49417840
317,1,0.49703615
317,2,0.49989390
317,3,0.50275165
317,4,0.50560939
317,5,0.50846714
317,6,0.51132489
317,7,0.51418264
317,8,0.51704039
317,9,0.51989814
317,10,0.52275589
317,11,0.52561364
317,12,0.52847139
317,13,0.53132914
317,14,0.53418689
317,15,0.53704464
317,16,0.53990238
317,17,0.54276013
317,18,0.54561788
317,19,0.54847563
317,20,0.55133338
317,21,0.55419113
317,22,0.55704888
317,23,0.55990663
317,24,0.56276438
317,25,0.56562213
317,26,0.56847988
317,27,0.57133763
317,28,0.57419537
317,29,0.57705312
317,30,0.57991087
317,31,0.58276862
317,32,0.58562637
317,33,0.58848412
317,34,0.59134187
317,35,0.59419962
317,36,0.59705737
317,37,0.59991512
318,0,0.49416176
318,1,0.49701155
318,2,0.49986135
318,3,0.50271114
318,4,0.50556093
318,5,0.50841072
318,6,0.51126052
318,7,0.51411031
318,8,0.51696010
318,9,0.51980990
318,10,0.52265969
318,11,0.52550948
318,12,0.52835928
318,13,0.53120907
318,14,0.53405886
318,15,0.53690865
318,16,0.53975845
318,17,0.54260824
318,18,0.54545803
318,19,0.54830783
318,20,0.55115762
318,21,0.55400741
318,22,0.55685720
318,23,0.55970700
318,24,0.56255679
318,25,0.56540658
318,26,0.56825638
318,27,0.57110617
318,28,0.57395596
318,29,0.57680575
318,30,0.57965555
318,31,0.58250534
318,32,0.58535513
318,33,0.58820493
318,34,0.59105472
318,35,0.59390451
318,36,0.59675430
318,37,0.59960410
319,0,0.49414512
319,1,0.49698700
319,2,0.49982888
319,3,0.50267077
319,4,0.50551265
319,5,0.50835453
319,6,0.51119641
319,7,0.51403829
319,8,0.51688017
319,9,0.51972205
319,10,0.52256394
319,11,0.52540582
319,12,0.52824770
319,13,0.53108958
319,14,0.53393146
319,15,0.53677334
319,16,0.53961522
319,17,0.54245710
319,18,0.54529899
319,19,0.54814087
319,20,0.55098275
319,21,0.55382463
319,22,0.55666651
319,23,0.55950839
319,24,0.56235027
319,25,0.56519216
319,26,0.56803404
319,27,0.57087592
319,28,0.57371780
319,29,0.57655968
319,30,0.57940156
319,31,0.58224344
319,32,0.58508532
319,33,0.58792721
319,34,0.59076909
319,35,0.59361097
319,36,0.59645285
319,37,0.59929473
320,0,0.49412848
320,1,0.49696250
320,2,0.49979651
320,3,0.50263052
320,4,0.50546454
320,5,0.50829855
320,6,0.51113257
320,7,0.51396658
320,8,0.51680060
320,9,0.51963461
320,10,0.52246862
320,11,0.52530264
320,12,0.52813665
320,13,0.53097067
320,14,0.53380468
320,15,0.53663869
320,16,0.53947271
320,17,0.54230672
320,18,0.54514074
320,19,0.54797475
320,20,0.55080876
320,21,0.55364278
320,22,0.55647679
320,23,0.55931081
320,24,0.56214482
320,25,0.56497884
320,26,0.56781285
320,27,0.57064686
320,28,0.57348088
320,29,0.57631489
320,30,0.57914891
320,31,0.58198292
320,32,0.58481693
320,33,0.58765095
320,34,0.59048496
320,35,0.59331898
320,36,0.59615299
320,37,0.59898700
321,0,0.49411184
321,1,0.49693803
321,2,0.49976422
321,3,0.50259041
321,4,0.50541661
321,5,0.50824280
321,6,0.51106899
321,7,0.51389518
321,8,0.51672137
321,9,0.51954756
321,10,0.52237375
321,11,0.52519994
321,12,0.52802613
321,13,0.53085232
321,14,0.53367851
321,15,0.53650470
321,16,0.53933090
321,17,0.54215709
321,18,0.54498328
321,19,0.54780947
321,20,0.55063566
321,21,0.55346185
321,22,0.55628804
321,23,0.55911423
321,24,0.56194042
321,25,0.56476661
321,26,0.56759280
321,27,0.57041899
321,28,0.57324519
321,29,0.57607138
321,30,0.57889757
321,31,0.58172376
321,32,0.58454995
321,33,0.58737614
321,34,0.59020233
321,35,0.59302852
321,36,0.59585471
321,37,0.59868090
322,0,0.49409520
322,1,0.49691361
322,2,0.49973202
322,3,0.50255043
322,4,0.50536885
322,5,0.50818726
322,6,0.51100567
322,7,0.51382408
322,8,0.51664249
322,9,0.51946090
322,10,0.52227931
322,11,0.52509772
322,12,0.52791613
322,13,0.53073455
322,14,0.53355296
322,15,0.53637137
322,16,0.53918978
322,17,0.54200819
322,18,0.54482660
322,19,0.54764501
322,20,0.55046342
322,21,0.55328183
322,22,0.55610025
322,23,0.55891866
322,24,0.56173707
322,25,0.56455548
322,26,0.56737389
322,27,0.57019230
322,28,0.57301071
322,29,0.57582912
322,30,0.57864753
322,31,0.58146595
322,32,0.58428436
322,33,0.58710277
322,34,0.58992118
322,35,0.59273959
322,36,0.59555800
322,37,0.59837641
323,0,0.49407856
323,1,0.49688923
323,2,0.49969991
323,3,0.50251058
323,4,0.50532126
323,5,0.50813193
323,6,0.51094261
323,7,0.51375328
323,8,0.51656396
323,9,0.51937463
323,10,0.52218530
323,11,0.52499598
323,12,0.52780665
323,13,0.53061733
323,14,0.53342800
323,15,0.53623868
323,16,0.53904935
323,17,0.54186003
323,18,0.54467070
323,19,0.54748138
323,20,0.55029205
323,21,0.55310273
323,22,0.55591340
323,23,0.55872408
323,24,0.56153475
323,25,0.56434542
323,26,0.56715610
323,27,0.56996677
323,28,0.57277745
323,29,0.57558812
323,30,0.57839880
323,31,0.58120947
323,32,0.58402015
323,33,0.58683082
323,34,0.58964150
323,35,0.59245217
323,36,0.59526285
323,37,0.59807352
324,0,0.49406191
324,1,0.49686490
324,2,0.49966788
324,3,0.50247086
324,4,0.50527384
324,5,0.50807682
324,6,0.51087980
324,7,0.51368278
324,8,0.51648576
324,9,0.51928874
324,10,0.52209172
324,11,0.52489471
324,12,0.52769769
324,13,0.53050067
324,14,0.53330365
324,15,0.53610663
324,16,0.53890961
324,17,0.54171259
324,18,0.54451557
324,19,0.54731855
324,20,0.55012154
324,21,0.55292452
324,22,0.55572750
324,23,0.55853048
324,24,0.56133346
324,25,0.56413644
324,26,0.56693942
324,27,0.56974240
324,28,0.57254538
324,29,0.57534837
324,30,0.57815135
324,31,0.58095433
324,32,0.58375731
324,33,0.58656029
324,34,0.58936327
324,35,0.59216625
324,36,0.59496923
324,37,0.59777221
325,0,0.49404527
325,1,0.49684060
325,2,0.49963593
325,3,0.50243126
325,4,0.50522659
325,5,0.50802192
325,6,0.51081725
325,7,0.51361258
325,8,0.51640791
325,9,0.51920324
325,10,0.52199857
325,11,0.52479390
325,12,0.52758923
325,13,0.53038456
325,14,0.53317989
325,15,0.53597522
325,16,0.53877055
325,17,0.54156588
325,18,0.54436121
325,19,0.54715654
325,20,0.54995187
325,21,0.55274720
325,22,0.55554253
325,23,0.55833786
325,24,0.56113319
325,25,0.56392852
325,26,0.56672385
325,27,0.56951918
325,28,0.57231451
325,29,0.57510984
325,30,0.57790517
325,31,0.58070050
325,32,0.58349583
325,33,0.58629116
325,34,0.58908649
325,35,0.59188182
325,36,0.59467715
325,37,0.59747248
326,0,0.49402862
326,1,0.49681634
326,2,0.49960407
326,3,0.50239179
326,4,0.50517951
326,5,0.50796723
326,6,0.51075495
326,7,0.51354267
326,8,0.51633039
326,9,0.51911811
326,10,0.52190583
326,11,0.52469356
326,12,0.52748128
326,13,0.53026900
326,14,0.53305672
326,15,0.53584444
326,16,0.53863216
326,17,0.54141988
326,18,0.54420760
326,19,0.54699532
326,20,0.54978304
326,21,0.55257077
326,22,0.55535849
326,23,0.55814621
326,24,0.56093393
326,25,0.56372165
326,26,0.56650937
326,27,0.56929709
326,28,0.57208481
326,29,0.57487253
326,30,0.57766026
326,31,0.58044798
326,32,0.58323570
326,33,0.58602342
326,34,0.58881114
326,35,0.59159886
326,36,0.59438658
326,37,0.59717430
327,0,0.49401198
327,1,0.49679213
327,2,0.49957228
327,3,0.50235244
327,4,0.50513259
327,5,0.50791275
327,6,0.51069290
327,7,0.51347305
327,8,0.51625321
327,9,0.51903336
327,10,0.52181352
327,11,0.52459367
327,12,0.52737382
327,13,0.53015398
327,14,0.53293413
327,15,0.53571429
327,16,0.53849444
327,17,0.54127459
327,18,0.54405475
327,19,0.54683490
327,20,0.54961506
327,21,0.55239521
327,22,0.55517536
327,23,0.55795552
327,24,0.56073567
327,25,0.56351583
327,26,0.56629598
327,27,0.56907613
327,28,0.57185629
327,29,0.57463644
327,30,0.57741660
327,31,0.58019675
327,32,0.58297690
327,33,0.58575706
327,34,0.58853721
327,35,0.59131737
327,36,0.59409752
327,37,0.59687767
328,0,0.49399533
328,1,0.49676796
328,2,0.49954058
328,3,0.50231321
328,4,0.50508584
328,5,0.50785847
328,6,0.51063110
328,7,0.51340373
328,8,0.51617635
328,9,0.51894898
328,10,0.52172161
328,11,0.52449424
328,12,0.52726687
328,13,0.53003950
328,14,0.53281212
328,15,0.53558475
328,16,0.53835738
328,17,0.54113001
328,18,0.54390264
328,19,0.54667527
328,20,0.54944789
328,21,0.55222052
328,22,0.55499315
328,23,0.55776578
328,24,0.56053841
328,25,0.56331104
328,26,0.56608366
328,27,0.56885629
328,28,0.57162892
328,29,0.57440155
328,30,0.57717418
328,31,0.57994681
328,32,0.58271943
328,33,0.58549206
328,34,0.58826469
328,35,0.59103732
328,36,0.59380995
328,37,0.59658258
329,0,0.49397868
329,1,0.49674382
329,2,0.49950897
329,3,0.50227411
329,4,0.50503925
329,5,0.50780440
329,6,0.51056954
329,7,0.51333469
329,8,0.51609983
329,9,0.51886497
329,10,0.52163012
329,11,0.52439526
329,12,0.52716040
329,13,0.52992555
329,14,0.53269069
329,15,0.53545584
329,16,0.53822098
329,17,0.54098612
329,18,0.54375127
329,19,0.54651641
329,20,0.54928156
329,21,0.55204670
329,22,0.55481184
329,23,0.55757699
329,24,0.56034213
329,25,0.56310727
329,26,0.56587242
329,27,0.56863756
329,28,0.57140271
329,29,0.57416785
329,30,0.57693299
329,31,0.57969814
329,32,0.58246328
329,33,0.58522843
329,34,0.58799357
329,35,0.59075871
329,36,0.59352386
329,37,0.59628900
330,0,0.49396203
330,1,0.49671973
330,2,0.49947743
330,3,0.50223513
330,4,0.50499283
330,5,0.50775053
330,6,0.51050823
330,7,0.51326593
330,8,0.51602363
330,9,0.51878133
330,10,0.52153903
330,11,0.52429673
330,12,0.52705443
330,13,0.52981213
330,14,0.53256983
330,15,0.53532753
330,16,0.53808523
330,17,0.54084293
330,18,0.54360063
330,19,0.54635833
330,20,0.54911603
330,21,0.55187373
330,22,0.55463143
330,23,0.55738913
330,24,0.56014683
330,25,0.56290453
330,26,0.56566223
330,27,0.56841993
330,28,0.57117763
330,29,0.57393533
330,30,0.57669303
330,31,0.57945073
330,32,0.58220843
330,33,0.58496613
330,34,0.58772383
330,35,0.59048153
330,36,0.59323923
330,37,0.59599693
331,0,0.49394538
331,1,0.49669567
331,2,0.49944597
331,3,0.50219627
331,4,0.50494656
331,5,0.50769686
331,6,0.51044716
331,7,0.51319745
331,8,0.51594775
331,9,0.51869805
331,10,0.52144835
331,11,0.52419864
331,12,0.52694894
331,13,0.52969924
331,14,0.53244953
331,15,0.53519983
331,16,0.53795013
331,17,0.54070042
331,18,0.54345072
331,19,0.54620102
331,20,0.54895131
331,21,0.55170161
331,22,0.55445191
331,23,0.55720220
331,24,0.55995250
331,25,0.56270280
331,26,0.56545310
331,27,0.56820339
331,28,0.57095369
331,29,0.57370399
331,30,0.57645428
331,31,0.57920458
331,32,0.58195488
331,33,0.58470517
331,34,0.58745547
331,35,0.59020577
331,36,0.59295606
331,37,0.59570636
332,0,0.49392872
332,1,0.49667166
332,2,0.49941459
332,3,0.50215753
332,4,0.50490046
332,5,0.50764339
332,6,0.51038633
332,7,0.51312926
332,8,0.51587219
332,9,0.51861513
332,10,0.52135806
332,11,0.52410100
332,12,0.52684393
332,13,0.52958686
332,14,0.53232980
332,15,0.53507273
332,16,0.53781566
332,17,0.54055860
332,18,0.54330153
332,19,0.54604447
332,20,0.54878740
332,21,0.55153033
332,22,0.55427327
332,23,0.55701620
332,24,0.55975913
332,25,0.56250207
332,26,0.56524500
332,27,0.56798794
332,28,0.57073087
332,29,0.57347380
332,30,0.57621674
332,31,0.57895967
332,32,0.58170260
332,33,0.58444554
332,34,0.58718847
332,35,0.58993141
332,36,0.59267434
332,37,0.59541727
333,0,0.49391207
333,1,0.49664768
333,2,0.49938329
333,3,0.50211890
333,4,0.50485451
333,5,0.50759012
333,6,0.51032573
333,7,0.51306134
333,8,0.51579695
333,9,0.51853256
333,10,0.52126817
333,11,0.52400379
333,12,0.52673940
333,13,0.52947501
333,14,0.53221062
333,15,0.53494623
333,16,0.53768184
333,17,0.54041745
333,18,0.54315306
333,19,0.54588867
333,20,0.54862428
333,21,0.55135989
333,22,0.55409550
333,23,0.55683111
333,24,0.55956672
333,25,0.56230233
333,26,0.56503794
333,27,0.56777355
333,28,0.57050916
333,29,0.57324477
333,30,0.57598038
333,31,0.57871599
333,32,0.58145160
333,33,0.58418721
333,34,0.58692283
333,35,0.58965844
333,36,0.59239405
333,37,0.59512966
334,0,0.49389542
334,1,0.49662374
334,2,0.49935207
334,3,0.50208040
334,4,0.50480872
334,5,0.50753705
334,6,0.51026538
334,7,0.51299370
334,8,0.51572203
334,9,0.51845036
334,10,0.52117868
334,11,0.52390701
334,12,0.52663533
334,13,0.52936366
334,14,0.53209199
334,15,0.53482031
334,16,0.53754864
334,17,0.54027697
334,18,0.54300529
334,19,0.54573362
334,20,0.54846195
334,21,0.55119027
334,22,0.55391860
334,23,0.55664693
334,24,0.55937525
334,25,0.56210358
334,26,0.56483191
334,27,0.56756023
334,28,0.57028856
334,29,0.57301689
334,30,0.57574521
334,31,0.57847354
334,32,0.58120187
334,33,0.58393019
334,34,0.58665852
334,35,0.58938685
334,36,0.59211517
334,37,0.59484350
335,0,0.49387876
335,1,0.49659984
335,2,0.49932092
335,3,0.50204201
335,4,0.50476309
335,5,0.50748417
335,6,0.51020525
335,7,0.51292633
335,8,0.51564742
335,9,0.51836850
335,10,0.52108958
335,11,0.52381066
335,12,0.52653174
335,13,0.52925283
335,14,0.53197391
335,15,0.53469499
335,16,0.53741607
335,17,0.54013715
335,18,0.54285823
335,19,0.54557932
335,20,0.54830040
335,21,0.55102148
335,22,0.55374256
335,23,0.55646364
335,24,0.55918473
335,25,0.56190581
335,26,0.56462689
335,27,0.56734797
335,28,0.57006905
335,29,0.57279014
335,30,0.57551122
335,31,0.57823230
335,32,0.58095338
335,33,0.58367446
335,34,0.58639555
335,35,0.58911663
335,36,0.59183771
335,37,0.59455879
336,0,0.49386210
336,1,0.49657598
336,2,0.49928986
336,3,0.50200373
336,4,0.50471761
336,5,0.50743148
336,6,0.51014536
336,7,0.51285924
336,8,0.51557311
336,9,0.51828699
336,10,0.52100086
336,11,0.52371474
336,12,0.52642862
336,13,0.52914249
336,14,0.53185637
336,15,0.53457024
336,16,0.53728412
336,17,0.53999800
336,18,0.54271187
336,19,0.54542575
336,20,0.54813963
336,21,0.55085350
336,22,0.55356738
336,23,0.55628125
336,24,0.55899513
336,25,0.56170901
336,26,0.56442288
336,27,0.56713676
336,28,0.56985063
336,29,0.57256451
336,30,0.57527839
336,31,0.57799226
336,32,0.58070614
336,33,0.58342002
336,34,0.58613389
336,35,0.58884777
336,36,0.59156164
336,37,0.59427552
337,0,0.49384544
337,1,0.49655215
337,2,0.49925886
337,3,0.50196557
337,4,0.50467228
337,5,0.50737899
337,6,0.51008570
337,7,0.51279241
337,8,0.51549912
337,9,0.51820582
337,10,0.52091253
337,11,0.52361924
337,12,0.52632595
337,13,0.52903266
337,14,0.53173937
337,15,0.53444608
337,16,0.53715279
337,17,0.53985950
337,18,0.54256620
337,19,0.54527291
337,20,0.54797962
337,21,0.55068633
337,22,0.55339304
337,23,0.55609975
337,24,0.55880646
337,25,0.56151317
337,26,0.56421988
337,27,0.56692658
337,28,0.56963329
337,29,0.57234000
337,30,0.57504671
337,31,0.57775342
337,32,0.58046013
337,33,0.58316684
337,34,0.58587355
337,35,0.58858025
337,36,0.59128696
337,37,0.59399367
338,0,0.49382879
338,1,0.49652837
338,2,0.49922795
338,3,0.50192753
338,4,0.50462711
338,5,0.50732668
338,6,0.51002626
338,7,0.51272584
338,8,0.51542542
338,9,0.51812500
338,10,0.52082458
338,11,0.52352416
338,12,0.52622374
338,13,0.52892332
338,14,0.53162290
338,15,0.53432248
338,16,0.53702206
338,17,0.53972164
338,18,0.54242122
338,19,0.54512080
338,20,0.54782038
338,21,0.55051996
338,22,0.55321954
338,23,0.55591912
338,24,0.55861870
338,25,0.56131828
338,26,0.56401786
338,27,0.56671744
338,28,0.56941702
338,29,0.57211660
338,30,0.57481618
338,31,0.57751576
338,32,0.58021534
338,33,0.58291492
338,34,0.58561450
338,35,0.58831408
338,36,0.59101366
338,37,0.59371324
339,0,0.49381213
339,1,0.49650461
339,2,0.49919710
339,3,0.50188959
339,4,0.50458208
339,5,0.50727457
339,6,0.50996706
339,7,0.51265955
339,8,0.51535204
339,9,0.51804452
339,10,0.52073701
339,11,0.52342950
339,12,0.52612199
339,13,0.52881448
339,14,0.53150697
339,15,0.53419946
339,16,0.53689194
339,17,0.53958443
339,18,0.54227692
339,19,0.54496941
339,20,0.54766190
339,21,0.55035439
339,22,0.55304688
339,23,0.55573937
339,24,0.55843185
339,25,0.56112434
339,26,0.56381683
339,27,0.56650932
339,28,0.56920181
339,29,0.57189430
339,30,0.57458679
339,31,0.57727928
339,32,0.57997176
339,33,0.58266425
339,34,0.58535674
339,35,0.58804923
339,36,0.59074172
339,37,0.59343421
340,0,0.49379546
340,1,0.49648090
340,2,0.49916633
340,3,0.50185177
340,4,0.50453721
340,5,0.50722264
340,6,0.50990808
340,7,0.51259351
340,8,0.51527895
340,9,0.51796438
340,10,0.52064982
340,11,0.52333525
340,12,0.52602069
340,13,0.52870612
340,14,0.53139156
340,15,0.53407699
340,16,0.53676243
340,17,0.53944786
340,18,0.54213330
340,19,0.54481873
340,20,0.54750417
340,21,0.55018960
340,22,0.55287504
340,23,0.55556047
340,24,0.55824591
340,25,0.56093134
340,26,0.56361678
340,27,0.56630221
340,28,0.56898765
340,29,0.57167309
340,30,0.57435852
340,31,0.57704396
340,32,0.57972939
340,33,0.58241483
340,34,0.58510026
340,35,0.58778570
340,36,0.59047113
340,37,0.59315657
341,0,0.49377880
341,1,0.49645722
341,2,0.49913564
341,3,0.50181406
341,4,0.50449248
341,5,0.50717090
341,6,0.50984932
341,7,0.51252774
341,8,0.51520615
341,9,0.51788457
341,10,0.52056299
341,11,0.52324141
341,12,0.52591983
341,13,0.52859825
341,14,0.53127667
341,15,0.53395509
341,16,0.53663351
341,17,0.53931193
341,18,0.54199034
341,19,0.54466876
341,20,0.54734718
341,21,0.55002560
341,22,0.55270402
341,23,0.55538244
341,24,0.55806086
341,25,0.56073928
341,26,0.56341770
341,27,0.56609612
341,28,0.56877453
341,29,0.57145295
341,30,0.57413137
341,31,0.57680979
341,32,0.57948821
341,33,0.58216663
341,34,0.58484505
341,35,0.58752347
341,36,0.59020189
341,37,0.59288031
342,0,0.49376214
342,1,0.49643358
342,2,0.49910502
342,3,0.50177646
342,4,0.50444790
342,5,0.50711934
342,6,0.50979078
342,7,0.51246222
342,8,0.51513366
342,9,0.51780510
342,10,0.52047654
342,11,0.52314798
342,12,0.52581942
342,13,0.52849086
342,14,0.53116230
342,15,0.53383374
342,16,0.53650518
342,17,0.53917662
342,18,0.54184806
342,19,0.54451950
342,20,0.54719094
342,21,0.54986238
342,22,0.55253382
342,23,0.55520526
342,24,0.55787670
342,25,0.56054814
342,26,0.56321958
342,27,0.56589102
342,28,0.56856246
342,29,0.57123390
342,30,0.57390534
342,31,0.57657678
342,32,0.57924822
342,33,0.58191966
342,34,0.58459110
342,35,0.58726253
342,36,0.58993397
342,37,0.59260541
343,0,0.49374547
343,1,0.49640997
343,2,0.49907447
343,3,0.50173897
343,4,0.50440346
343,5,0.50706796
343,6,0.50973246
343,7,0.51239696
343,8,0.51506145
343,9,0.51772595
343,10,0.52039045
343,11,0.52305495
343,12,0.52571944
343,13,0.52838394
343,14,0.53104844
343,15,0.53371294
343,16,0.53637743
343,17,0.53904193
343,18,0.54170643
343,19,0.54437093
343,20,0.54703542
343,21,0.54969992
343,22,0.55236442
343,23,0.55502892
343,24,0.55769341
343,25,0.56035791
343,26,0.56302241
343,27,0.56568691
343,28,0.56835140
343,29,0.57101590
343,30,0.57368040
343,31,0.57634490
343,32,0.57900939
343,33,0.58167389
343,34,0.58433839
343,35,0.58700289
343,36,0.58966738
343,37,0.59233188
344,0,0.49372881
344,1,0.49638640
344,2,0.49904399
344,3,0.50170158
344,4,0.50435917
344,5,0.50701677
344,6,0.50967436
344,7,0.51233195
344,8,0.51498954
344,9,0.51764713
344,10,0.52030472
344,11,0.52296232
344,12,0.52561991
344,13,0.52827750
344,14,0.53093509
344,15,0.53359268
344,16,0.53625027
344,17,0.53890786
344,18,0.54156546
344,19,0.54422305
344,20,0.54688064
344,21,0.54953823
344,22,0.55219582
344,23,0.55485341
344,24,0.55751101
344,25,0.56016860
344,26,0.56282619
344,27,0.56548378
344,28,0.56814137
344,29,0.57079896
344,30,0.57345655
344,31,0.57611415
344,32,0.57877174
344,33,0.58142933
344,34,0.58408692
344,35,0.58674451
344,36,0.58940210
344,37,0.59205970
345,0,0.49371214
345,1,0.49636286
345,2,0.49901358
345,3,0.50166431
345,4,0.50431503
345,5,0.50696575
345,6,0.50961647
345,7,0.51226719
345,8,0.51491792
345,9,0.51756864
345,10,0.52021936
345,11,0.52287008
345,12,0.52552080
345,13,0.52817152
345,14,0.53082225
345,15,0.53347297
345,16,0.53612369
345,17,0.53877441
345,18,0.54142513
345,19,0.54407585
345,20,0.54672658
345,21,0.54937730
345,22,0.55202802
345,23,0.55467874
345,24,0.55732946
